Unnamed: 0,question,answer
1071.0,新电池未弹出箱门,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1072.0,电池被吞新电池未弹出,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1073.0,我不是换电失败是机器把我的电池吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1074.0,刚才换电电池被吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1075.0,换电失败需要上一个电池,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1076.0,我的电池换电失败,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1077.0,电池换电失败,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1078.0,新电池未弹出,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1079.0,换电失败电池取不出来了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1080.0,我电池换电失败怎么弄,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1081.0,显示换电失败是什么情况,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1082.0,换电失败箱门未开,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1083.0,换电他不弹新电池,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1084.0,新电池不出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1085.0,新的电池没出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1086.0,新电池拿不出来怎么办,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1087.0,还了电池进去没有新电池出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1088.0,新的电池拿不出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1089.0,没有新电池出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1090.0,电池进去了新的没出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1091.0,电池被吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1092.0,电池进去了没出来新的,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1093.0,刚才换电电池没拿出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1094.0,电池被吞了怎么办,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1095.0,电池给我吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1096.0,换电电池没有出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1097.0,我电池被吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1098.0,换电失败了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1099.0,换电失败怎么办,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1100.0,但是没有新电池出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1101.0,电池吞了没有出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1102.0,现在就是老的电池进去新的电池没出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1103.0,我电池被吞了没出来了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1104.0,被电池被吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1105.0,一直换电失败,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1106.0,又把我电池吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1107.0,这个电池被吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1108.0,怎么换电失败,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1109.0,这边电池被吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1110.0,为什么换电失败,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1111.0,它吧我电池吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1112.0,不给我电池是什么情况,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1113.0,换电没出来电池,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1114.0,新电池没出来啊,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1115.0,不给新电池,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1116.0,新电池没出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1117.0,现在没有新的电池出来,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1118.0,电池被吞了他的,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1119.0,电池被你们吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1120.0,把我电池吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1121.0,我的电池被吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1122.0,电池无法换电,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1123.0,好电池被吞,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1124.0,我电池给吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1125.0,就是我那个电池被吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1126.0,电池让吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1127.0,他这个把我的电池吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1128.0,我这个电池不能换电,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1129.0,刚把我电池吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1130.0,电池给吞了,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1131.0,换电池失败,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1132.0,怎么换电池失败,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1133.0,不能换电池了啥情况,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1134.0,为什么换电池失败,您好！一般都是因为电池未正确放入格口或者电池底部异物所致如果换电失败，您可以尝试重新扫码开启箱门，清理电池底部的异物，同时确保电池箭头朝上将电池放入柜中，如果依然不识别，可以尝试用力推一下您放入柜中的电池，以确保电池能够与换电柜正常接触。
1135.0,能不能优惠点,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1136.0,怎么又贵了没有好的优惠了吗,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1137.0,现在电池有优惠吗,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1138.0,这个电池没有优惠吗,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1139.0,不给点优惠福利我换别的电池使用了,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1140.0,老顾客能给点优惠么,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1141.0,你们这个电池怎么一个月比一个月贵,您好，我们用的是智能锂电池，电池性能好，不虚电，而且支持无限次换电哦。
1142.0,续租能不能给我优惠点,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1143.0,你们怎么套餐可以优惠点不,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1144.0,你看下能不能再优惠10元,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1145.0,为什么电池越来越贵,您好，我们用的是智能锂电池，电池性能好，不虚电，而且支持无限次换电哦。
1146.0,你好这个为期续费能不能优惠点这边的话电池明天还,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1147.0,太贵了你给个优惠点吗的券,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在 这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1148.0,给点80的优惠劵,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在 这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1149.0,能不能再优惠了,您好！系统会根据您所在区域的运营政策不定期进行优惠券的自动发放您可以在这锂换电app“我的”--“优惠券”查看您的优惠券哦。
1150.0,线材插不上,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1151.0,为什么这个线材插不紧,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1152.0,刚买的线材怎么插不紧,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1153.0,刚买的线材怎么就是插不紧,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1154.0,线材损坏如何更换,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1155.0,刚买的线材怎么就是插不紧老是会掉出来,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1156.0,这个损坏了,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1157.0,就是线材的问题,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1158.0,我损坏了吗,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1159.0,你好咱们的线材我车上用不了插不上这个可以退吗,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1160.0,线材的问题吗有的可以有的插不进去,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1161.0,电池插不紧就,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1162.0,线材容易松动怎么办,请您将转接线连接电池插口的金属片拨成外八字再尝试一下，如还是无法使用，app--我的--精选服务--购买线材，重新购买更换一根即可如还有其他疑问，可在app--“客服” 点击转人工或致电客服热线0571--28070393协助处理！
1163.0,电池还错了然后还不了怎么办,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1164.0,电池被人拿错,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1165.0,电池还错了怎么办,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1166.0,电池被拿错了,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1167.0,电池还错了,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1168.0,上午和另外一个骑手同时换电估计他拿错电池了,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1169.0,别人和我来拿错了换电池,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1170.0,电池编号错了,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1171.0,电池跟别人同时换互拿错电池了,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1172.0,我的电池在那里呢,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1173.0,我那个电池被人拿去用不还我怎么办,"1.请先将手中电池跟app上绑定的电池编号核对；
2.是否在上一次更换电池的时候跟别的骑手一起更换电池，有拿错的现象；
3.若手上电池编号与app绑定编号不一致，可在“这里换电app”右上角→“客服”→左下角“电话咨询”转人工或者直接致电客服热线协助处理，客服热线0571-28070393。"
1174.0,电池为什么比别的贵,您好，我们用的是智能锂电池，电池性能好，不虚电，而且支持无限次换电哦。
1175.0,你这电池为什么会比别的贵,您好，我们用的是智能锂电池，电池性能好，不虚电，而且支持无限次换电哦。
1176.0,咱这电池怎么比别人家的贵呢,您好，我们用的是智能锂电池，电池性能好，不虚电，而且支持无限次换电哦。
1177.0,电池月租真贵,您好，我们用的是智能锂电池，电池性能好，不虚电，而且支持无限次换电哦。
